i,j,val
22,11,        0.0000000000
22,12,        0.0014934620
22,13,        0.0065956942
22,14,        0.0023769093
22,15,        0.0000000000
22,16,        0.0000000000
22,17,       -0.0292698185
22,18,        0.0000000000
22,19,        0.0000000000
22,20,        0.0000000000
22,21,        0.0000000000
22,22,       -0.0104325409
22,23,        0.0027447947
22,24,        0.0000000000
22,25,        0.0000000000
22,26,       -0.0814261845
22,27,        0.0000000000
22,28,        0.0000000000
22,29,        0.0000000000
22,30,        0.0000000000
22,31,       -0.0460776350
22,32,        0.0000000000
22,33,        0.0000000000
22,34,        0.8713487815
22,35,        0.0000000000
22,36,        0.0000000000
22,37,        0.0000000000
22,38,        0.0000000000
22,39,       -0.5010008848
22,40,        0.2935405026
22,41,       -0.1375685319
22,42,        0.0000000000
22,43,        0.0000000018
22,44,       -0.6407662786
22,45,        0.0000000000
22,46,        0.0000000000
23,1,        0.0000000000
23,2,        0.0000000000
23,3,        0.0000000000
23,4,        0.0000000000
23,5,        0.0000000000
23,6,        0.0000000000
23,7,        0.0000000000
23,8,        0.0000000000
23,9,        0.0000000000
23,10,        0.0000000000
23,11,        0.0000000000
23,12,        0.0000000000
23,13,        0.0000000000
23,14,        0.0000000000
23,15,        0.0000000000
23,16,        0.0000000000
23,17,        0.0000000000
23,18,        0.0000000000
23,19,        0.0000000000
23,20,        0.0090025004
23,21,        0.0000000000
23,22,        0.0000000000
23,23,        0.0000000000
23,24,        0.0000000000
23,25,        0.0000000000
23,26,        0.0000000000
23,27,        0.0000000000
23,28,        0.0000000000
23,29,        0.0046386412
23,30,        0.0000000000
23,31,        0.0000000000
23,32,        0.0000000000
23,33,        0.0000000000
23,34,        0.0000000000
23,35,        1.0356436728
23,36,        0.0000000000
23,37,        0.0000000000
23,38,        0.0000000000
23,39,        0.0000000000
23,40,        0.0000000000
23,41,        0.0000000000
23,42,       -0.6077982680
23,43,        0.0000000000
23,44,        0.0000000000
23,45,        0.0000000000
23,46,        0.0000000000
24,1,        0.0000000000
24,2,        0.0000000000
24,3,        0.0000000000
24,4,        0.0000000000
24,5,        0.0173832907
24,6,        0.0000000000
24,7,        0.0000000000
24,8,       -0.0535790698
24,9,        0.0000000000
24,10,        0.0000000000
24,11,       -0.0023764758
24,12,        0.0000000000
24,13,        0.0000000000
24,14,        0.0000000000
24,15,        0.0000000000
24,16,       -0.0072905677
24,17,        0.0000000000
24,18,        0.0000000000
24,19,       -0.0223702976
24,20,        0.0000000000
24,21,        0.0000000000
24,22,        0.0000000000
24,23,        0.0000000000
24,24,        0.0000000000
24,25,       -0.0074236241
24,26,        0.0000000000
24,27,        0.0000000000
24,28,        0.0445468125
24,29,        0.0000000000
24,30,        0.0000000000
24,31,        0.0000000000
24,32,        0.0000000000
24,33,        0.0328749991
24,34,        0.0000000000
24,35,        0.0000000000
24,36,        0.0000000000
24,37,        0.0000000000
24,38,        1.1241172016
24,39,        0.0000000000
24,40,        0.0000000000
24,41,        0.0000000000
24,42,        0.0000000000
24,43,        0.0000000000
24,44,        0.0000000000
24,45,       -0.6955787514
24,46,        0.0000000000
25,1,        0.0000000000
25,2,        0.0000000000
25,3,        0.0000000000
25,4,        0.0173832907
25,5,        0.0000000000
25,6,        0.0000000000
25,7,        0.0000000000
25,8,        0.0000000000
25,9,       -0.0535790698
25,10,       -0.0023764758
25,11,        0.0000000000
25,12,        0.0000000000
25,13,        0.0000000000
25,14,        0.0000000000
25,15,       -0.0072905677
25,16,        0.0000000000
25,17,        0.0000000000
25,18,       -0.0223702975
25,19,        0.0000000000
25,20,        0.0000000000
25,21,        0.0000000000
25,22,        0.0000000000
25,23,        0.0000000000
25,24,       -0.0074236241
25,25,        0.0000000000
25,26,        0.0000000000
25,27,        0.0445468124
25,28,        0.0000000000
25,29,        0.0000000000
25,30,        0.0000000000
25,31,        0.0000000000
25,32,        0.0328749992
25,33,        0.0000000000
25,34,        0.0000000000
25,35,        0.0000000000
25,36,        0.0000000000
25,37,        1.1241172016
25,38,        0.0000000000
25,39,        0.0000000000
25,40,        0.0000000000
25,41,        0.0000000000
25,42,        0.0000000000
25,43,        0.0000000000
25,44,        0.0000000000
